0.000000,0.134601,0.069739,0.246383
0.032331,0.115405,-0.012033,0.268126
0.064661,0.065372,-0.079278,0.290877
0.096992,0.007434,-0.079049,0.259688
0.129323,-0.008557,-0.082894,0.186812
0.161654,0.011935,-0.110147,0.140777
0.193984,0.040195,-0.152047,0.092299
0.226315,0.037448,-0.122476,0.035537
0.258646,0.000415,-0.069802,-0.009217
0.290977,-0.066190,-0.162286,-0.009751
0.323307,0.066623,-0.333566,-0.076188
0.355638,0.292682,-0.271691,-0.430360
0.387969,0.347598,-0.024423,-0.666902
0.420300,0.160663,0.128150,-0.329133
0.452630,0.040988,0.150336,0.121612
0.484961,0.052417,0.183677,0.216292
0.517292,0.124515,0.178245,0.221801
0.549623,0.103961,0.199714,0.317809
0.581953,0.036136,0.137793,0.387176
0.614284,-0.007504,0.088630,0.372863
0.646615,-0.065762,0.029212,0.342040
0.678946,-0.101300,-0.033914,0.267470
0.711276,-0.083569,-0.159356,0.061660
0.743607,-0.066739,-0.185357,-0.029786
0.775938,-0.140515,-0.174661,-0.001756
0.808269,-0.135205,-0.195642,-0.166261
0.840599,-0.175732,-0.200936,-0.247575
0.872930,-0.098203,-0.263314,-0.282319
0.905261,0.159961,-0.066781,-0.671418
0.937592,0.222247,0.064750,-0.752717
0.969922,0.088748,0.100013,-0.382173
1.002253,-0.031262,0.117148,0.004989
1.034584,0.014621,0.193213,0.148498
1.066915,0.065219,0.224189,0.232787
1.099245,0.046130,0.250251,0.362563
1.131576,-0.008817,0.222342,0.420882
1.163907,-0.056256,0.184104,0.473983
1.196238,-0.001660,0.105903,0.462432
1.228568,0.085025,0.021720,0.418059
1.260899,0.145801,-0.079980,0.370116
1.293230,0.155978,-0.175927,0.298980
1.325561,0.133121,-0.223870,0.144164
1.357891,0.154376,-0.164315,-0.164506
1.390222,0.113422,-0.138619,-0.348954
1.422553,0.102817,-0.170159,-0.325486
1.454883,0.208621,-0.127969,-0.438783
1.487214,0.298846,-0.119103,-0.524827
1.519545,0.285709,-0.100259,-0.385057
1.551876,0.206866,-0.082009,-0.087693
1.584206,0.199390,0.008857,0.070311
1.616537,0.220370,0.103522,0.143722
1.648868,0.195544,0.167975,0.239409
1.681199,0.160327,0.130835,0.370986
1.713529,0.107959,0.068931,0.471877
1.745860,0.050250,0.033896,0.482024
1.778191,0.034152,-0.038796,0.388976
1.810522,0.044650,-0.126367,0.291213
1.842852,-0.015103,-0.199014,0.304809
1.875183,-0.027509,-0.243173,0.221755
1.907514,-0.027493,-0.234353,0.091079
1.939845,-0.035336,-0.213296,-0.093309
1.972175,-0.035718,-0.225946,-0.205155
2.004506,0.001544,-0.131845,-0.302827
2.036837,0.150317,-0.003121,-0.416444
2.069168,0.222339,0.034736,-0.358903
2.101498,0.165271,-0.007867,-0.104661
2.133829,0.152179,0.006553,0.045165
2.166160,0.153415,0.088218,0.118087
2.198491,0.109943,0.175147,0.278274
2.230821,0.105487,0.149131,0.387603
2.263152,0.114551,0.096183,0.369140
2.295483,0.093280,0.023887,0.355208
2.327814,0.133487,-0.101220,0.316237
2.360144,0.136966,-0.170495,0.241546
2.392475,0.088611,-0.186151,0.164214
2.424806,0.064609,-0.166513,0.075820
2.457137,0.110172,-0.156655,-0.030931
2.489467,0.103732,-0.090570,-0.042405
2.521798,0.117282,-0.100457,-0.046022
2.554129,0.219653,-0.184655,-0.035249
2.586460,0.341388,-0.248468,-0.116456
2.618790,0.427982,-0.167886,-0.286286
2.651121,0.400729,-0.041757,-0.258576
2.683452,0.256656,0.024787,-0.018983
2.715782,0.170093,0.016898,0.214629
2.748113,0.199847,0.026786,0.193160
2.780444,0.235095,0.034217,0.114745
2.812775,0.173770,0.072684,0.140868
2.845105,0.089450,0.078055,0.211989
2.877436,0.048434,0.083014,0.216048
2.909767,0.066577,0.046210,0.172194
2.942098,0.126849,-0.021691,0.115600
2.974428,0.107715,-0.071160,0.149886
3.006759,0.084811,-0.087731,0.153441
3.039090,0.102878,-0.107644,0.101058
3.071421,0.153674,-0.137033,0.060088
3.103751,0.163547,-0.146646,0.071853
3.136082,0.115878,-0.159738,0.090163
3.168413,0.045093,-0.165399,0.044707
3.200744,0.003436,-0.130593,-0.003327
3.233074,0.022525,-0.085107,-0.075486
3.265405,0.206775,-0.051141,-0.263520
3.297736,0.323230,-0.012704,-0.393006
3.330067,0.259616,0.054511,-0.262574
3.362397,0.215762,0.081214,-0.104814
3.394728,0.160266,0.057746,0.047179
3.427059,0.129276,0.090949,0.119445
3.459390,0.133945,0.071494,0.130996
3.491720,0.156406,0.008246,0.093154
3.524051,0.175296,-0.033853,0.028258
3.556382,0.110751,-0.051660,0.043319
